Tip artera	Denumire artera	Numar	Codpostal	Sector	Oficiu distribuire
Strad?	Toamnei	nr. 41-83	020703	2	Bucure?ti 9
Strad?	Toamnei	nr. 2-14	020711	2	Bucure?ti 9
Strad?	Toamnei	nr. 16-40	020712	2	Bucure?ti 9
Strad?	Toamnei	nr. 42-68	020713	2	Bucure?ti 9
Strad?	Salcâmilor	nr. 1-T	020721	2	Bucure?ti 9
Strad?	Salcâmilor	nr. 2-T	020722	2	Bucure?ti 9
Strad?	Verii		020723	2	Bucure?ti 9
Strad?	Armoniei	nr. 1-T	020724	2	Bucure?ti 9
Strad?	Armoniei	nr. 2-T	020725	2	Bucure?ti 9
Strad?	Silvestru	nr. 21-45	020732	2	Bucure?ti 9
Strad?	Silvestru	nr. 47-69	020733	2	Bucure?ti 9
Strad?	Silvestru	nr. 71-T	020734	2	Bucure?ti 9
Strad?	Silvestru	nr. 18-32	020736	2	Bucure?ti 9
Strad?	Silvestru	nr. 34-T	020737	2	Bucure?ti 9
Strad?	"Bidoianu Chiriac, preot"		020738	2	Bucure?ti 9
Strad?	P?rintele Galeriu	nr. 1-T	020761	2	Bucure?ti 9
Strad?	P?rintele Galeriu	nr. 2-T	020762	2	Bucure?ti 9
Intrare	Topliceni		020763	2	Bucure?ti 9
Strad?	Oltarului	nr. 1-T	020764	2	Bucure?ti 9
Strad?	Oltarului	nr. 2-T	020765	2	Bucure?ti 9
Intrare	Dumitrescu Procopie		020766	2	Bucure?ti 9
Strad?	Popa Petre	nr. 1-15	020801	2	Bucure?ti 9
Strad?	Popa Petre	nr. 17-33	020802	2	Bucure?ti 9
Strad?	Popa Petre	nr. 35-T	020803	2	Bucure?ti 9
Strad?	Popa Petre	nr. 2-14	020804	2	Bucure?ti 9
Strad?	Popa Petre	nr. 16-32	020805	2	Bucure?ti 9
Strad?	Popa Petre	nr. 34-T	020806	2	Bucure?ti 9
Strad?	Movil? Ion		020475	2	Bucure?ti 9
Strad?	Donici Alexandru	nr. 15-T	020477	2	Bucure?ti 9
Strad?	Donici Alexandru	nr. 12-T	020479	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 45-55	020483	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 57-T	020484	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 26-34	020487	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 36-T	020488	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 59-91	020493	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 93-103	020494	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 105-129	020495	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 76-98	020505	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 100-122	020506	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 124-136	020507	2	Bucure?ti 9
Strad?	Logof?tul Luca Stroici	nr. 31-45	020583	2	Bucure?ti 9
Strad?	Logof?tul Luca Stroici	nr. 47-T	020584	2	Bucure?ti 9
Strad?	Logof?tul Luca Stroici	nr. 22-28	020587	2	Bucure?ti 9
Strad?	Logof?tul Luca Stroici	nr. 30-T	020588	2	Bucure?ti 9
Strad?	Paciurea Dimitrie		020589	2	Bucure?ti 9
Strad?	Palade D. Gheorghe	nr. 1-19	020591	2	Bucure?ti 9
Strad?	Palade D. Gheorghe	nr. 21-T	020592	2	Bucure?ti 9
Strad?	Palade D. Gheorghe	nr. 2-22	020593	2	Bucure?ti 9
Strad?	Palade D. Gheorghe	nr. 24-T	020594	2	Bucure?ti 9
Strad?	Luminei	nr. 1-T	020595	2	Bucure?ti 9
Strad?	Luminei	nr. 2-T	020596	2	Bucure?ti 9
Pia??	Gemeni		020597	2	Bucure?ti 9
Strad?	Viitorului	nr. 1-9	020601	2	Bucure?ti 9
Strad?	Viitorului	nr. 11-27	020602	2	Bucure?ti 9
Strad?	Viitorului	nr. 29-43	020603	2	Bucure?ti 9
Strad?	Viitorului	nr. 45-57	020604	2	Bucure?ti 9
Strad?	Viitorului	nr. 59-75	020605	2	Bucure?ti 9
Strad?	Viitorului	nr. 2-28	020612	2	Bucure?ti 9
Strad?	Viitorului	nr. 30-40	020613	2	Bucure?ti 9
Strad?	Viitorului	nr. 42-58	020614	2	Bucure?ti 9
Strad?	Viitorului	nr. 60-78	020615	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 69-85	020072	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 87-107	020073	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 109-135	020074	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 102-124	020082	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 126-156	020083	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 158-180	020084	2	Bucure?ti 9
Strad?	Drobeta		020521	2	Bucure?ti 9
Strad?	Viitorului	nr. 77-99	020606	2	Bucure?ti 9
Strad?	Viitorului	nr. 101-119	020607	2	Bucure?ti 9
Strad?	Viitorului	nr. 80-112	020616	2	Bucure?ti 9
Intrare	Viitorului		020619	2	Bucure?ti 9
Strad?	"Doda Traian, g-ral."	nr. 1-T	020621	2	Bucure?ti 9
Strad?	"Doda Traian, g-ral."	nr. 2-T	020622	2	Bucure?ti 9
Strad?	Ocolului	nr. 1-T	020623	2	Bucure?ti 9
Strad?	Ocolului	nr. 2-T	020624	2	Bucure?ti 9
Strad?	R?suri	nr. 1-T	020625	2	Bucure?ti 9
Strad?	R?suri	nr. 2-T	020626	2	Bucure?ti 9
Strad?	"Ursu Ion, prof."	nr. 1-T	020631	2	Bucure?ti 9
Strad?	"Ursu Ion, prof."	nr. 2-T	020632	2	Bucure?ti 9
Intrare	Legendei		020633	2	Bucure?ti 9
Intrare	Diacului		020634	2	Bucure?ti 9
Bulevard	Dacia	nr. 69-79	020051	2	Bucure?ti 9
Bulevard	Dacia	nr. 81-89	020052	2	Bucure?ti 9
Bulevard	Dacia	nr. 91-99	020053	2	Bucure?ti 9
Bulevard	Dacia	nr. 101-107	020054	2	Bucure?ti 9
Bulevard	Dacia	nr. 52-70	020061	2	Bucure?ti 9
Bulevard	Dacia	nr. 72-90	020062	2	Bucure?ti 9
Strad?	Vlaicu Aurel	nr. 1-37	020091	2	Bucure?ti 9
Strad?	Vlaicu Aurel	nr. 39-71	020092	2	Bucure?ti 9
Strad?	Vlaicu Aurel	nr. 2-24	020096	2	Bucure?ti 9
Strad?	Vlaicu Aurel	nr. 26-74	020097	2	Bucure?ti 9
Intrare	Voicu Ion		020465	2	Bucure?ti 9
Strad?	Philippide Alexandru	nr. 1-T	020466	2	Bucure?ti 9
Strad?	Philippide Alexandru	nr. 2-T	020467	2	Bucure?ti 9
Strad?	Botez Corneliu	nr. 1-T	020471	2	Bucure?ti 9
Strad?	Botez Corneliu	nr. 2-T	020472	2	Bucure?ti 9
Strad?	Icoanei	nr. 1-19	020451	2	Bucure?ti 9
Strad?	Icoanei	nr. 21-43	020452	2	Bucure?ti 9
Strad?	Icoanei	nr. 45-63	020453	2	Bucure?ti 9
Strad?	Icoanei	nr. 2-34	020456	2	Bucure?ti 9
Strad?	Icoanei	nr. 36-66	020457	2	Bucure?ti 9
Strad?	Dumbrava Ro?ie	nr. 1-13	020461	2	Bucure?ti 9
Strad?	Dumbrava Ro?ie	nr. 15-T	020462	2	Bucure?ti 9
Strad?	Dumbrava Ro?ie	nr. 2-16	020463	2	Bucure?ti 9
Strad?	Dumbrava Ro?ie	nr. 18-T	020464	2	Bucure?ti 9
Pia??	Spania		020468	2	Bucure?ti 9
Strad?	Orbescu Dimitrie		020469	2	Bucure?ti 9
Strad?	Schitul Darvari	nr. 1-T	020473	2	Bucure?ti 9
Strad?	Schitul Darvari	nr. 2-T	020474	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 1-17	020481	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 19-43	020482	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 2-12	020485	2	Bucure?ti 9
Strad?	Rosetti Maria	nr. 14-24	020486	2	Bucure?ti 9
Strad?	Russo Alecu	nr. 1-T	020522	2	Bucure?ti 9
Strad?	Russo Alecu	nr. 2-T	020523	2	Bucure?ti 9
Strad?	Sterian Margareta		020524	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 131-155	020496	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 157-173	020497	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 175-191	020498	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 138-170	020511	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 172-194	020512	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 196-T	020513	2	Bucure?ti 9
Strad?	"Iorceanu Spiridon, ing."	nr. 1-T	020635	2	Bucure?ti 9
Strad?	"Iorceanu Spiridon, ing."	nr. 2-T	020636	2	Bucure?ti 9
Strad?	Busolei		020637	2	Bucure?ti 9
Strad?	Borze?ti		020638	2	Bucure?ti 9
Strad?	Viesparilor	nr. 1-23	020641	2	Bucure?ti 9
Strad?	Viesparilor	nr. 25-T	020642	2	Bucure?ti 9
Strad?	Viesparilor	nr. 2-30	020643	2	Bucure?ti 9
Strad?	Viesparilor	nr. 32-T	020644	2	Bucure?ti 9
Strad?	Educa?iei	nr. 1-21	020645	2	Bucure?ti 9
Strad?	Educa?iei	nr. 23-T	020646	2	Bucure?ti 9
Strad?	Educa?iei	nr. 2-18	020647	2	Bucure?ti 9
Strad?	Educa?iei	nr. 20-T	020648	2	Bucure?ti 9
Strad?	Hagi Stoica Nicolae		020649	2	Bucure?ti 9
Strad?	Despot Vod?	nr. 15-35	020652	2	Bucure?ti 9
Strad?	Despot Vod?	nr. 37-T	020653	2	Bucure?ti 9
Strad?	Despot Vod?	nr. 16A-30	020655	2	Bucure?ti 9
Strad?	Despot Vod?	nr. 32-T	020656	2	Bucure?ti 9
Strad?	Cosminului		020657	2	Bucure?ti 9
Strad?	Kirilov Nicolae		020658	2	Bucure?ti 9
Strad?	Badea Câr?an	nr. 1-39	020661	2	Bucure?ti 9
Strad?	Badea Câr?an	nr. 41-T	020662	2	Bucure?ti 9
Strad?	Badea Câr?an	nr. 2-30	020663	2	Bucure?ti 9
Strad?	Badea Câr?an	nr. 32-T	020664	2	Bucure?ti 9
Strad?	Viitorului	nr. 121-139	020608	2	Bucure?ti 9
Strad?	Viitorului	nr. 141-169	020609	2	Bucure?ti 9
Strad?	Viitorului	nr. 171-T	020611	2	Bucure?ti 9
Strad?	Viitorului	nr. 114-162	020617	2	Bucure?ti 9
Strad?	Viitorului	nr. 164-T	020618	2	Bucure?ti 9
Strad?	Despot Vod?	nr. 1-13	020651	2	Bucure?ti 9
Strad?	Despot Vod?	nr. 2-16	020654	2	Bucure?ti 9
Strad?	Radu de la Afuma?i	nr. 1-39	020665	2	Bucure?ti 9
Strad?	Radu de la Afuma?i	nr. 41-T	020666	2	Bucure?ti 9
Strad?	Radu de la Afuma?i	nr. 2-40	020667	2	Bucure?ti 9
Strad?	Radu de la Afuma?i	nr. 42-T	020668	2	Bucure?ti 9
Intrare	F?ure?ti		020669	2	Bucure?ti 9
Strad?	Ardeleni	nr. 17A-23	020672	2	Bucure?ti 9
Strad?	Ardeleni	nr. 25-T	020673	2	Bucure?ti 9
Strad?	Ardeleni	nr. 24-30	020675	2	Bucure?ti 9
Strad?	Ardeleni	nr. 32-T	020676	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 29-31	020682	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 33-53	020683	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 55-T	020684	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 34-54	020686	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 56-T	020687	2	Bucure?ti 9
Intrare	Precupe?ii Vechi		020688	2	Bucure?ti 9
Intrare	Cobili?ei		020691	2	Bucure?ti 9
Strad?	M?celari	nr. 1-T	020692	2	Bucure?ti 9
Strad?	M?celari	nr. 2-T	020693	2	Bucure?ti 9
Strad?	"Radovici ?t. Alexandru, g-ral."	nr. 1-T	020694	2	Bucure?ti 9
Strad?	"Radovici ?t. Alexandru, g-ral."	nr. 2-T	020695	2	Bucure?ti 9
Strad?	Coloniei		020706	2	Bucure?ti 9
Strad?	Ardeleni	nr. 1-17	020671	2	Bucure?ti 9
Strad?	Ardeleni	nr. 2-22	020674	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 1-27	020681	2	Bucure?ti 9
Strad?	Precupe?ii Vechi	nr. 2-32	020685	2	Bucure?ti 9
Strad?	Monumentului		020689	2	Bucure?ti 9
Strad?	Toamnei	nr. 85-103	020704	2	Bucure?ti 9
Strad?	Toamnei	nr. 105-T	020705	2	Bucure?ti 9
Strad?	Toamnei	nr. 92-112	020715	2	Bucure?ti 9
Strad?	Toamnei	nr. 114-T	020716	2	Bucure?ti 9
Intrare	?ibana		020717	2	Bucure?ti 9
Strad?	Drago? Vod?	nr. 1-25	020743	2	Bucure?ti 9
Strad?	Drago? Vod?	nr. 27-47	020744	2	Bucure?ti 9
Strad?	Drago? Vod?	nr. 49-T	020745	2	Bucure?ti 9
Strad?	Drago? Vod?	nr. 2-28	020746	2	Bucure?ti 9
Strad?	Drago? Vod?	nr. 30-58	020747	2	Bucure?ti 9
Strad?	Drago? Vod?	nr. 60-T	020748	2	Bucure?ti 9
Strad?	Iernii		020749	2	Bucure?ti 9
Bulevard	Dacia	nr. 109-115	020055	2	Bucure?ti 9
Bulevard	Dacia	nr. 117-135	020056	2	Bucure?ti 9
Bulevard	Dacia	nr. 137-T	020057	2	Bucure?ti 9
Bulevard	Dacia	nr. 92-104	020063	2	Bucure?ti 9
Bulevard	Dacia	nr. 106-136	020064	2	Bucure?ti 9
Bulevard	Dacia	nr. 138-T	020065	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 137-157	020075	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 159-177	020076	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 179-181	020077	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 183-T	020078	2	Bucure?ti 9
Strad?	Eminescu Mihai	nr. 182-T	020085	2	Bucure?ti 9
Strad?	Toamnei	nr. 70-90	020714	2	Bucure?ti 9
Strad?	Suvenir		020741	2	Bucure?ti 9
Strad?	Prepeli?ei		020742	2	Bucure?ti 9
Strad?	Episcopul Radu	nr. 1-29	020751	2	Bucure?ti 9
Strad?	Episcopul Radu	nr. 31-T	020752	2	Bucure?ti 9
Strad?	Episcopul Radu	nr. 2-28	020753	2	Bucure?ti 9
Strad?	Episcopul Radu	nr. 30-T	020754	2	Bucure?ti 9
Intrare	Episcopul Radu		020755	2	Bucure?ti 9
Intrare	Râmnic		020756	2	Bucure?ti 9
Strad?	Iancu Marcel		020757	2	Bucure?ti 9
Intrare	Monahului		020758	2	Bucure?ti 9
Strad?	Tunari	nr. 1-39	020525	2	Bucure?ti 9
Strad?	Tunari	nr. 41-T	020526	2	Bucure?ti 9
Strad?	Tunari	nr. 2-42	020527	2	Bucure?ti 9
Strad?	Tunari	nr. 44-T	020528	2	Bucure?ti 9
Strad?	"C?lin Ion, erou"	nr. 1-T	020531	2	Bucure?ti 9
Strad?	"C?lin Ion, erou"	nr. 2-T	020532	2	Bucure?ti 9
Intrare	"C?lin Ion, erou"		020533	2	Bucure?ti 9
Strad?	R?spântiilor	nr. 1-T	020547	2	Bucure?ti 9
Strad?	R?spântiilor	nr. 2-T	020548	2	Bucure?ti 9
Strad?	Dogarilor	nr. 1-25	020551	2	Bucure?ti 9
Strad?	Dogarilor	nr. 2-34	020553	2	Bucure?ti 9
Strad?	Leonida I.	nr. 1-T	020555	2	Bucure?ti 9
Strad?	Leonida I.	nr. 2-T	020556	2	Bucure?ti 9
Strad?	Icoanei	nr. 65-93	020454	2	Bucure?ti 9
Strad?	Icoanei	nr. 95-T	020455	2	Bucure?ti 9
Strad?	Icoanei	nr. 68-80	020458	2	Bucure?ti 9
Strad?	Icoanei	nr. 82-T	020459	2	Bucure?ti 9
Strad?	Lasc?r Vasile	nr. 193-T	020499	2	Bucure?ti 9
Strad?	"N?stase Pamfil, serg."	nr. 1-43	020534	2	Bucure?ti 9
Strad?	"N?stase Pamfil, serg."	nr. 45-T	020535	2	Bucure?ti 9
Strad?	"N?stase Pamfil, serg."	nr. 2-18	020536	2	Bucure?ti 9
Strad?	"N?stase Pamfil, serg."	nr. 20-T	020537	2	Bucure?ti 9
Strad?	"Mumuleanu Barbu, poet"	nr. 1-23	020541	2	Bucure?ti 9
Strad?	"Mumuleanu Barbu, poet"	nr. 25-T	020542	2	Bucure?ti 9
Strad?	"Mumuleanu Barbu, poet"	nr. 2-28	020543	2	Bucure?ti 9
Strad?	"Mumuleanu Barbu, poet"	nr. 30-T	020544	2	Bucure?ti 9
Strad?	Fierari	nr. 1-T	020545	2	Bucure?ti 9
Strad?	Fierari	nr. 2-T	020546	2	Bucure?ti 9
Strad?	Dogarilor	nr. 27-T	020552	2	Bucure?ti 9
Strad?	Dogarilor	nr. 36-T	020554	2	Bucure?ti 9
Strad?	Com?ni?a		020557	2	Bucure?ti 9
Strad?	Domni?a Ruxandra	nr. 1-T	020561	2	Bucure?ti 9
Strad?	Domni?a Ruxandra	nr. 2-T	020562	2	Bucure?ti 9
Strad?	M?rg?ritarelor	nr. 1-T	020563	2	Bucure?ti 9
Strad?	M?rg?ritarelor	nr. 2-T	020564	2	Bucure?ti 9
Strad?	Bra?ului	nr. 1-T	020565	2	Bucure?ti 9
Strad?	Bra?ului	nr. 2-T	020566	2	Bucure?ti 9
Strad?	Ghiocei	nr. 1-T	020571	2	Bucure?ti 9
Strad?	Ghiocei	nr. 2-T	020572	2	Bucure?ti 9
Intrare	Docherilor		020573	2	Bucure?ti 9
Intrare	Bicaz		020574	2	Bucure?ti 9
Intrare	Gala?i		020575	2	Bucure?ti 9
?osea	?tefan cel Mare	nr. 17	020124	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 19-21	020125	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 23-27	020126	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 29-31	020127	2	Bucure?ti 10
Alee	Circului	nr. 1-T	021103	2	Bucure?ti 10
Alee	Circului	nr. 2-T	021104	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 11	020122	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 13-15	020123	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 24-26	020143	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 28-30	020144	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 32-34	020145	2	Bucure?ti 10
Strad?	Dinu Vintil?	nr. 1-T	021101	2	Bucure?ti 10
Strad?	Dinu Vintil?	nr. 2-T	021102	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 33	020131	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 35-37	020132	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 39-T	020133	2	Bucure?ti 10
Strad?	"Grozovici Calistrat, dr."	nr. 1-T	021105	2	Bucure?ti 10
Strad?	"Grozovici Calistrat, dr."	nr. 2-T	021106	2	Bucure?ti 10
Strad?	Pârgarilor	nr. 1-T	021107	2	Bucure?ti 10
Strad?	Pârgarilor	nr. 2-T	021108	2	Bucure?ti 10
Intrare	Pârgarilor		021109	2	Bucure?ti 10
Strad?	Lizeanu	nr. 1-T	021111	2	Bucure?ti 10
Strad?	Lizeanu	nr. 2-T	021112	2	Bucure?ti 10
Intrare	Depoului		021113	2	Bucure?ti 10
Strad?	Silozului	nr. 1-T	021114	2	Bucure?ti 10
Strad?	Silozului	nr. 2-T	021115	2	Bucure?ti 10
Strad?	Br?de?ti	nr. 1-T	021116	2	Bucure?ti 10
Strad?	Br?de?ti	nr. 2-T	021117	2	Bucure?ti 10
Strad?	Halmeu		021118	2	Bucure?ti 10
Intrare	Vagonului		021119	2	Bucure?ti 10
Strad?	Reînvierii	nr. 1-T	021121	2	Bucure?ti 10
Strad?	Reînvierii	nr. 2-T	021122	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 1-3	021123	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 5-35	021124	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 37-39	021125	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 41-43	021126	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 2-4	021131	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 6-8	021132	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 10-12	021133	2	Bucure?ti 10
Strad?	Vaporul lui Assan		021141	2	Bucure?ti 10
Strad?	Irimicului		021142	2	Bucure?ti 10
Intrare	Irimicului		021143	2	Bucure?ti 10
Strad?	Bani?ei		021144	2	Bucure?ti 10
?osea	Colentina	nr. 23-27	021156	2	Bucure?ti 10
?osea	Colentina	nr. 29-33	021157	2	Bucure?ti 10
?osea	Colentina	nr. 35-37	021158	2	Bucure?ti 10
?osea	Colentina	nr. 39-41	021159	2	Bucure?ti 10
?osea	Colentina	nr. 43-45	021161	2	Bucure?ti 10
?osea	Colentina	nr. 47-51	021162	2	Bucure?ti 10
?osea	Colentina	nr. 53-55	021163	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 14-18	021134	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 20	021135	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 22-40	021136	2	Bucure?ti 10
Strad?	Ma?ina de Pâine	nr. 42-T	021137	2	Bucure?ti 10
?osea	Colentina	nr. 5-9	021153	2	Bucure?ti 10
?osea	Colentina	nr. 11-17	021154	2	Bucure?ti 10
?osea	Colentina	nr. 19-21	021155	2	Bucure?ti 10
?osea	Colentina	nr. 12	021175	2	Bucure?ti 10
?osea	Colentina	nr. 14	021176	2	Bucure?ti 10
?osea	Colentina	nr. 16	021177	2	Bucure?ti 10
?osea	Colentina	nr. 18-20	021178	2	Bucure?ti 10
?osea	Colentina	nr. 22-24	021179	2	Bucure?ti 10
Strad?	Trei Scaune	nr. 1-T	021211	2	Bucure?ti 10
Strad?	Trei Scaune	nr. 2-T	021212	2	Bucure?ti 10
Strad?	Odorhei	nr. 1-T	021213	2	Bucure?ti 10
Strad?	Odorhei	nr. 2-T	021214	2	Bucure?ti 10
Strad?	Deva	nr. 1-T	021215	2	Bucure?ti 10
Strad?	Deva	nr. 2-T	021216	2	Bucure?ti 10
Strad?	Oradea	nr. 1-T	021217	2	Bucure?ti 10
Strad?	Oradea	nr. 2-T	021218	2	Bucure?ti 10
Strad?	F?inari	nr. 1-25	021221	2	Bucure?ti 10
Strad?	F?inari	nr. 27-T	021222	2	Bucure?ti 10
Strad?	F?inari	nr. 2-10	021223	2	Bucure?ti 10
Strad?	F?inari	nr. 12-22	021224	2	Bucure?ti 10
Strad?	F?inari	nr. 24-26	021225	2	Bucure?ti 10
Strad?	F?inari	nr. 28-T	021226	2	Bucure?ti 10
Intrare	Pe?terii		021227	2	Bucure?ti 10
Strad?	Lunc?oara	nr. 1-T	021231	2	Bucure?ti 10
Strad?	Lunc?oara	nr. 2-T	021232	2	Bucure?ti 10
Alee	Lunc?oara	nr. 1-T	021233	2	Bucure?ti 10
Alee	Lunc?oara	nr. 2-T	021234	2	Bucure?ti 10
Alee	Deda		021235	2	Bucure?ti 10
Strad?	Zmeului		021238	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 204-222	020155	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 224-226	020161	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 228-230	020162	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 232-234	020163	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 236-238	020164	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 240-T	020165	2	Bucure?ti 10
Cale	Mo?ilor	nr. 249	020876	2	Bucure?ti 10
Cale	Mo?ilor	nr. 251-253	020877	2	Bucure?ti 10
Cale	Mo?ilor	nr. 255-T	020878	2	Bucure?ti 10
Strad?	Rovine	nr. 1-T	021236	2	Bucure?ti 10
Strad?	Rovine	nr. 2-T	021237	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 36-40	020146	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 42-46	020147	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 48-50	020148	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 52-54	020149	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 56-58	020151	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 60	020152	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 62-126	020153	2	Bucure?ti 10
?osea	?tefan cel Mare	nr. 128-202	020154	2	Bucure?ti 10
Strad?	Alexe Ion		021145	2	Bucure?ti 10
Intrare	Turmelor		021146	2	Bucure?ti 10
?osea	Colentina	nr. 1	021151	2	Bucure?ti 10
?osea	Colentina	nr. 3	021152	2	Bucure?ti 10
?osea	Colentina	nr. 4-6	021173	2	Bucure?ti 10
?osea	Colentina	nr. 8-10	021174	2	Bucure?ti 10
?osea	Colentina	nr. 2	021172	2	Bucure?ti 10
Alee	Câmpul Mo?ilor	nr. 1-T	021201	2	Bucure?ti 10
Alee	Câmpul Mo?ilor	nr. 2-T	021202	2	Bucure?ti 10
Strad?	Ziduri Mo?i	nr. 1-T	021203	2	Bucure?ti 10
Strad?	Ziduri Mo?i	nr. 2-T	021204	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 1	021301	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 3	021302	2	Bucure?ti 10
Cale	Mo?ilor	nr. 292-294	020897	2	Bucure?ti 10
Cale	Mo?ilor	nr. 296-298	020898	2	Bucure?ti 10
Cale	Mo?ilor	nr. 300	020899	2	Bucure?ti 10
Cale	Mo?ilor	nr. 302-304	020901	2	Bucure?ti 10
Cale	Mo?ilor	nr. 306-308	020902	2	Bucure?ti 10
Cale	Mo?ilor	nr. 310-312	020903	2	Bucure?ti 10
Cale	Mo?ilor	nr. 314	020904	2	Bucure?ti 10
Alee	Cenu??resei	nr. 1-T	021241	2	Bucure?ti 10
Alee	Cenu??resei	nr. 2-T	021242	2	Bucure?ti 10
Strad?	"Maiorescu Ion, prof."	nr. 1-19	021243	2	Bucure?ti 10
Strad?	"Maiorescu Ion, prof."	nr. 21-T	021244	2	Bucure?ti 10
Strad?	"Maiorescu Ion, prof."	nr. 2-T	021245	2	Bucure?ti 10
Cale	Mo?ilor	nr. 316-T	020905	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 2	021324	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 4-6	021325	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 8-12	021326	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 14-40	021327	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 42-62	021328	2	Bucure?ti 10
?osea	Mihai Bravu	nr. 64-88	021329	2	Bucure?ti 10
Cale	Mo?ilor	nr. 203-205	020861	2	Bucure?ti 10
Cale	Mo?ilor	nr. 207	020862	2	Bucure?ti 10
Cale	Mo?ilor	nr. 209-211	020863	2	Bucure?ti 10
Cale	Mo?ilor	nr. 213-215	020864	2	Bucure?ti 10
Cale	Mo?ilor	nr. 217-219	020865	2	Bucure?ti 10
Cale	Mo?ilor	nr. 221-223	020866	2	Bucure?ti 10
Cale	Mo?ilor	nr. 225	020867	2	Bucure?ti 10
